"012473","S","20227729709","2007/01/03 00:00:00","CL08CO1022","FS  ","GVB ","N","Autorizado Ger. Adm","     285.0000","       0.00","       0.00","     285.00","    7.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012474","C","20510314078","2007/01/03 00:00:00","CL08CO1022","FS  ","GVB ","E","Autorizado Ger. Adm","     809.7000","     153.84","       0.00","     963.54","  120.000","  240.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012475","C","20123301898","2007/01/03 00:00:00","IL008INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","      66.0000","      12.54","       0.00","      78.54","    1.000","    9.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012476","C","20100004080","2007/01/03 00:00:00","IPTALMAEST","AS  ","GVB ","E","Autorizado Ger. Adm","     170.6000","      32.41","       0.00","     203.01","    2.000","    2.000","N","TRANSF. CTA. SCOTIABANK                 ","  7","                                   ","                    "," ",
"012477","C","20509977152","2007/01/03 00:00:00","IL1ABINSPE","AS  ","GVB ","N","Autorizado Ger. Adm","     382.0300","      72.59","       0.00","     454.62","    3.000","    9.000","N","CHEQUE GERENCIA                         "," 15","                                   ","                    "," ",
"012478","S","20107917587","2007/01/03 00:00:00","ROFICILIMA","LS  ","GVB ","E","Autorizado Ger. Adm","     356.0000","      67.64","       0.00","     423.64","    4.000","    0.000","N","CHEQUE VOUCHER                          "," 30","                                   ","                    "," ",
"012479","C","20510314078","2007/01/03 00:00:00","IL008INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","      31.4800","       5.98","       0.00","      37.46","   26.000","   52.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012480","C","20503141389","2007/01/03 00:00:00","IL008INSPE","AS  ","GVB ","E","Autorizado Ger. Adm","     257.0200","      48.83","       0.00","     305.85","  187.000","  187.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
"012481","S","20502749855","2007/01/03 00:00:00","IL008INSPE","AS  ","GVB ","N","Autorizado Ger. Adm","      27.2300","       5.17","       0.00","      32.40","    9.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 15","                                   ","                    "," ",
"012482","S","20100339936","2007/01/03 00:00:00","IL1ABINSPE","AS  ","GVB ","N","Autorizado Ger. Adm","     177.4500","      33.71","       0.00","     211.16","    7.000","    0.000","N","TRANSF. CTA. SCOTIABANK                 "," 30","                                   ","                    "," ",
